id,name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone
458,St. Charles (Township),Kane County,IL,Illinois,Township,41.94151,-88.321,630,51812,18766,92472,90236917,1907075,America/Chicago
459,Thornton (Township),Cook County,IL,Illinois,Township,41.60127,-87.60032,708,169468,62380,41024,121463504,1255264,America/Chicago
460,Tinley Park,Cook County/Will County,IL,Illinois,Village,41.56858,-87.80422,708,57143,21041,74215,41743331,30829,America/Chicago
461,Vernon,Lake County,IL,Illinois,Township,42.19779,-87.94553,847,67935,24876,106312,92753877,1049981,America/Chicago
462,Warren,Lake County,IL,Illinois,Township,42.37285,-87.94653,847,64505,23406,80585,93183939,2038971,America/Chicago
463,Waukegan,Lake County,IL,Illinois,City,42.36363,-87.84479,847,88475,28826,45845,62648068,575656,America/Chicago
464,Waukegan (Township),Lake County,IL,Illinois,Township,42.3748,-87.84882,847,90160,29109,40465,54950192,781287,America/Chicago
465,Wayne (Township),DuPage County,IL,Illinois,Township,41.94095,-88.20373,630,67454,21529,97533,91737993,2750609,America/Chicago
466,Wheatland,Will County,IL,Illinois,Township,41.68178,-88.20282,630,83950,24542,128509,91886783,881658,America/Chicago
467,Wheaton,DuPage County,IL,Illinois,City,41.86614,-88.10701,630,53715,19281,85705,29257793,477162,America/Chicago
468,Wheeling (Township),Cook County,IL,Illinois,Township,42.10987,-87.94458,847,155286,59425,73977,92979678,317743,America/Chicago
469,Worth (Township),Cook County,IL,Illinois,Township,41.69043,-87.74383,708,152861,56788,54124,82397386,875755,America/Chicago
470,York,DuPage County,IL,Illinois,Township,41.86177,-87.9761,630,125730,47997,76285,90808706,1568158,America/Chicago
471,Anderson,Madison County,IN,Indiana,City,40.10532,-85.68025,765,55305,23224,33644,110490774,281325,America/Indiana/Indianapolis
472,Anderson (Township),Madison County,IN,Indiana,Township,40.08977,-85.68945,765,55551,23286,34981,96237622,247686,America/Indiana/Indianapolis
473,Bloomington,Monroe County,IN,Indiana,City,39.16533,-86.52639,812,84067,30232,30019,60221613,475857,America/Indiana/Indianapolis
474,Calumet,Lake County,IN,Indiana,Township,41.58533,-87.35516,219,100453,39770,31332,158624821,19428725,America/Chicago
475,Carmel,Hamilton County,IN,Indiana,City,39.97837,-86.11804,317,88713,31462,106433,122922264,2798978,America/Indiana/Indianapolis
476,Center,Delaware County,IN,Indiana,Township,40.19153,-85.38601,765,69064,26656,30568,89310342,695523,America/Indiana/Indianapolis
477,Center,Marion County,IN,Indiana,Township,39.77485,-86.13949,317,147837,59947,27572,108522566,2102238,America/Indiana/Indianapolis
478,Clay,Hamilton County,IN,Indiana,Township,39.96548,-86.14837,317,92745,32998,103718,127146404,2813315,America/Indiana/Indianapolis
479,Concord,Elkhart County,IN,Indiana,Township,41.65183,-85.94312,574,55462,19401,38285,92971376,1798524,America/Indiana/Indianapolis
480,Elkhart,Elkhart County,IN,Indiana,City,41.68199,-85.97667,574,52348,19232,35371,66139865,2517797,America/Indiana/Indianapolis
481,Evansville,Vanderburgh County,IN,Indiana,City,37.97476,-87.55585,812,119943,51271,35785,122628548,1274315,America/Chicago
482,Fairfield,Tippecanoe County,IN,Indiana,Township,40.42871,-86.85277,765,53100,22918,39824,71404602,1274406,America/Indiana/Indianapolis
483,Fall Creek,Hamilton County,IN,Indiana,Township,39.96392,-85.92802,317,59128,18410,101609,87286888,5340207,America/Indiana/Indianapolis
484,Fishers,Hamilton County,IN,Indiana,City,39.95559,-86.01387,317,88658,29366,95487,90568356,5813425,America/Indiana/Indianapolis
485,Fort Wayne,Allen County,IN,Indiana,City,41.1306,-85.12886,260,260326,102273,43774,286488211,549748,America/Indiana/Indianapolis
486,Franklin,Marion County,IN,Indiana,Township,39.67733,-86.01079,317,56930,19420,63682,109199696,22840,America/Indiana/Indianapolis
487,Gary,Lake County,IN,Indiana,City,41.59337,-87.34643,219,77156,30814,28020,128776864,19396265,America/Chicago
488,Greenwood,Johnson County,IN,Indiana,City,39.61366,-86.10665,317,55586,20975,54176,72276415,1883,America/Indiana/Indianapolis
489,Hammond,Lake County,IN,Indiana,City,41.58337,-87.50004,219,77614,28282,39576,58969795,5485770,America/Chicago
490,Harrison,Vigo County,IN,Indiana,Township,39.47555,-87.38835,812,51268,19760,30400,59675554,1285182,America/Indiana/Indianapolis
491,Indianapolis,Marion County.,IN,Indiana,City,39.778,-86.14584,317,862781,316037,51682,949109238,16893545,America/Indiana/Indianapolis
492,Jeffersonville (Township),Clark County,IN,Indiana,Township,38.31459,-85.73894,812,60853,24048,44987,68815549,831036,America/Kentucky/Louisville
493,Knight,Vanderburgh County,IN,Indiana,Township,37.96821,-87.49674,812,68081,28952,38154,88551836,1557717,America/Chicago
494,Kokomo,Howard County,IN,Indiana,City,40.48643,-86.1336,765,57995,25227,37623,94724929,479588,America/Indiana/Indianapolis
495,Lafayette,Tippecanoe County,IN,Indiana,City,40.4167,-86.87529,765,71111,30447,40419,76330205,0,America/Indiana/Indianapolis
496,Lawrence (Township),Marion County,IN,Indiana,Township,39.8716,-86.01156,317,123397,48011,50411,121424443,4188930,America/Indiana/Indianapolis
497,Muncie,Delaware County,IN,Indiana,City,40.19338,-85.38636,765,70087,27390,31044,70981203,510225,America/Indiana/Indianapolis
498,New Albany (Township),Floyd County,IN,Indiana,Township,38.31527,-85.83185,812,50145,19859,46329,99744029,1266016,America/Kentucky/Louisville
499,Noblesville,Hamilton County,IN,Indiana,City,40.04559,-86.0086,317,59093,21262,69841,82788895,3660276,America/Indiana/Indianapolis
500,Noblesville (Township),Hamilton County,IN,Indiana,Township,40.05365,-86.02173,317,56473,20007,71491,121232710,5969186,America/Indiana/Indianapolis
501,North,Lake County,IN,Indiana,Township,41.61329,-87.47085,219,157105,58240,44334,137725287,14822486,America/Chicago
502,Penn,St. Joseph County,IN,Indiana,Township,41.64717,-86.13333,574,66367,26845,45519,162512248,2471016,America/Indiana/Indianapolis
503,Perry,Marion County,IN,Indiana,Township,39.67674,-86.15616,317,113236,44154,44302,118291390,259404,America/Indiana/Indianapolis
504,Perry,Monroe County,IN,Indiana,Township,39.11904,-86.51979,812,53382,22213,43799,91577113,280736,America/Indiana/Indianapolis
505,Pike,Marion County,IN,Indiana,Township,39.87571,-86.26625,317,81408,31112,47149,107838062,6181081,America/Indiana/Indianapolis
506,Pleasant,Johnson County,IN,Indiana,Township,39.58265,-86.095,317,57212,21327,52414,91368354,44811,America/Indiana/Indianapolis
507,Portage,St. Joseph County,IN,Indiana,Township,41.66997,-86.27628,574,93008,32714,33567,89259849,1139710,America/Indiana/Indianapolis
508,South Bend,St. Joseph County,IN,Indiana,City,41.68338,-86.25001,574,101516,39448,34523,107226145,1077799,America/Indiana/Indianapolis
509,St. John (Township),Lake County,IN,Indiana,Township,41.47812,-87.46166,219,67023,24681,76444,101693425,425368,America/Chicago
510,St. Joseph,Allen County,IN,Indiana,Township,41.13925,-85.05898,260,74550,29704,54692,91909923,104820,America/Indiana/Indianapolis
511,Terre Haute,Vigo County,IN,Indiana,City,39.4667,-87.41391,812,60825,22261,31817,89481662,1863534,America/Indiana/Indianapolis
512,Wabash,Tippecanoe County,IN,Indiana,Township,40.47811,-86.95599,765,64995,19942,33279,125995919,1183401,America/Indiana/Indianapolis
513,Warren,Marion County,IN,Indiana,Township,39.77514,-86.01718,317,103365,38889,41504,125067149,209265,America/Indiana/Indianapolis
514,Washington,Marion County,IN,Indiana,Township,39.87632,-86.14291,317,137215,58263,50615,125858508,2908711,America/Indiana/Indianapolis
515,Wayne,Allen County,IN,Indiana,Township,41.05238,-85.16209,260,106185,41596,32194,109127525,317390,America/Indiana/Indianapolis
516,Wayne,Marion County,IN,Indiana,Township,39.77186,-86.26094,317,142010,52540,35884,126591941,1036389,America/Indiana/Indianapolis
517,Kansas City,Wyandotte County,KS,Kansas,City,39.11417,-94.62746,913,151306,54629,38749,323260927,9232017,America/Chicago
518,Lawrence,Douglas County,KS,Kansas,City,38.97167,-95.23525,785,93917,34913,46406,88411388,2040503,America/Chicago
519,Lenexa,Johnson County,KS,Kansas,City,38.95362,-94.73357,913,52490,20006,75954,88336519,873036,America/Chicago
520,Manhattan,Riley County/Pottawatomie County,KS,Kansas,City,39.18831,-96.60586,785,56308,20722,43104,49986523,95356,America/Chicago
521,Olathe,Johnson County,KS,Kansas,City,38.8814,-94.81913,913,134305,45742,77335,157638037,1946472,America/Chicago
522,Overland Park,Johnson County,KS,Kansas,City,38.98223,-94.67079,913,186515,74830,72463,194562941,1309517,America/Chicago
523,Shawnee,Johnson County,KS,Kansas,City,39.04167,-94.72024,913,65046,23689,77271,108411317,2603995,America/Chicago
524,Topeka,Shawnee County,KS,Kansas,City,39.04833,-95.67804,785,127265,52711,42250,159180160,3400123,America/Chicago
525,Wichita,Sedgwick County,KS,Kansas,City,37.69224,-97.33754,316,389965,150683,45947,415365564,11294497,America/Chicago
526,Bowling Green,Warren County,KY,Kentucky,City,36.99032,-86.4436,270,63616,23215,35604,99097836,834101,America/Chicago
527,Lexington-Fayette,Fayette County,KY,Kentucky,Urban County ,38.0498,-84.45855,859,314488,125752,49778,734642357,4922241,America/New York
528,Louisville,Jefferson County,KY,Kentucky,City,38.25424,-85.75941,502,760026,0,0,159116437,12579358,America/New York
529,Owensboro,Daviess County,KY,Kentucky,City,37.77422,-87.11333,270,59042,23995,37279,52511422,3597600,America/Chicago
530,Baton Rouge,East Baton Rouge Parish,LA,Louisiana,City,30.45075,-91.15455,225,228590,88476,39876,222547923,5682680,America/Chicago
531,Bossier City,Bossier Parish,LA,Louisiana,City,32.51599,-93.73212,318,68094,25540,47342,111133147,2556414,America/Chicago
532,Kenner,Jefferson Parish,LA,Louisiana,City,29.99409,-90.24174,504,67091,25243,47527,38509845,630274,America/Chicago
533,Lafayette,Lafayette Parish,LA,Louisiana,City,30.22409,-92.01984,337,127657,50025,46517,139369271,259576,America/Chicago
534,Lake Charles,Calcasieu Parish,LA,Louisiana,City,30.22659,-93.21738,337,76070,30141,36751,109084594,7216941,America/Chicago
535,Metairie,Jefferson Parish,LA,Louisiana,CDP,29.98409,-90.15285,504,140074,59557,52421,60144259,109317,America/Chicago
536,New Orleans,Orleans Parish,LA,Louisiana,City,29.95465,-90.07507,504,389617,153140,36792,438799508,467299606,America/Chicago
537,Shreveport,Caddo Parish/Bossier Parish,LA,Louisiana,City,32.46688,-93.79219,318,197204,77500,38583,277484105,39395075,America/Chicago
538,Boston,Suffolk County,MA,Massachusetts,City,42.35843,-71.05977,857,667137,256294,55777,125219114,106849577,America/New York
539,Brockton,Plymouth County,MA,Massachusetts,City,42.08343,-71.01838,774,95314,32764,47557,55219911,507124,America/New York
540,Brookline,Norfolk County,MA,Massachusetts,Town,42.32385,-71.142,857,59195,25324,95518,17508399,184972,America/New York
541,Brookline (CDP),Norfolk County,MA,Massachusetts,CDP,42.33176,-71.12116,857,59016,25324,95518,17508399,184972,America/New York
542,Cambridge,Middlesex County,MA,Massachusetts,City,42.3751,-71.10561,857,110402,43801,79416,16556713,1861901,America/New York
543,Chicopee,Hampden County,MA,Massachusetts,City,42.1487,-72.60787,413,56741,22993,47684,59140442,2691137,America/New York
544,Fall River,Bristol County,MA,Massachusetts,City,41.70149,-71.15505,774,88777,38765,35213,85769409,18424381,America/New York
545,Framingham,Middlesex County,MA,Massachusetts,Town,42.30791,-71.4362,774,71209,27028,68219,64865527,3789373,America/New York
546,Framingham (CDP),Middlesex County,MA,Massachusetts,CDP,42.27926,-71.41617,774,69900,27028,68219,64865527,3789373,America/New York
547,Haverhill,Essex County,MA,Massachusetts,City,42.7762,-71.07728,351,62765,23781,60888,85563034,6889818,America/New York
548,Lawrence,Essex County,MA,Massachusetts,City,42.70704,-71.16311,351,80231,26494,34852,17946721,1295352,America/New York
549,Lowell,Middlesex County,MA,Massachusetts,City,42.63342,-71.31617,351,110699,38489,48002,35187375,2442614,America/New York
550,Lynn,Essex County,MA,Massachusetts,City,42.46676,-70.94949,339,92457,32407,47429,27819751,7206124,America/New York
551,Malden,Middlesex County,MA,Massachusetts,City,42.4251,-71.06616,339,61068,22914,54896,13066098,98217,America/New York
552,Medford,Middlesex County,MA,Massachusetts,City,42.41843,-71.10616,339,57403,22129,76445,20978754,1458313,America/New York
553,New Bedford,Bristol County,MA,Massachusetts,City,41.63622,-70.93421,774,94958,39141,37574,51792301,10707139,America/New York
554,Newton,Middlesex County,MA,Massachusetts,City,42.33704,-71.20922,857,88817,31077,122080,46180690,843989,America/New York
555,Peabody,Essex County,MA,Massachusetts,City,42.52787,-70.92866,351,52504,21652,60596,42022243,1504784,America/New York
556,Plymouth,Plymouth County,MA,Massachusetts,Town,41.89806,-70.62417,774,58890,21945,76835,249729338,97284253,America/New York
557,Quincy,Norfolk County,MA,Massachusetts,City,42.25288,-71.00227,857,93618,39476,64155,42914903,26768761,America/New York
558,Revere,Suffolk County,MA,Massachusetts,City,42.40843,-71.01199,339,53422,20486,50886,14752885,11488169,America/New York
559,Somerville,Middlesex County,MA,Massachusetts,City,42.3876,-71.0995,857,80318,32181,73106,10677911,258982,America/New York
560,Springfield,Hampden County,MA,Massachusetts,City,42.10148,-72.58981,413,154341,55644,34728,82538680,3142825,America/New York
561,Taunton,Bristol County,MA,Massachusetts,City,41.9001,-71.08977,774,56789,22035,53058,120960043,4434135,America/New York
562,Waltham,Middlesex County,MA,Massachusetts,City,42.37649,-71.23561,339,63378,24248,75205,32990719,2654096,America/New York
563,Weymouth Town,Norfolk County,MA,Massachusetts,City,42.20668,-70.94585,339,55957,22708,69123,43424653,12456851,America/New York
564,Worcester,Worcester County,MA,Massachusetts,City,42.26259,-71.80229,774,184815,68576,45472,96758525,2814766,America/New York
565,Aspen Hill,Montgomery County,MD,Maryland,CDP,39.07955,-77.07303,301,51603,17010,83115,24889992,214958,America/New York
566,Baltimore,Baltimore city,MD,Maryland,City,39.29038,-76.61219,410,621849,242268,42241,209643557,28767622,America/New York
567,Bethesda,Montgomery County,MD,Maryland,CDP,38.98067,-77.10026,301,62024,25007,144772,34323492,194871,America/New York
568,Bowie,Prince George's County,MD,Maryland,City,38.94278,-76.73028,301,58025,19885,105959,49107130,236872,America/New York
569,Columbia,Howard County,MD,Maryland,CDP,39.24038,-76.83942,410,102116,39893,100849,82691135,667179,America/New York
570,Dundalk,Baltimore County,MD,Maryland,CDP,39.25066,-76.52052,410,62186,23506,49435,33846863,11184924,America/New York
571,Ellicott City,Howard County,MD,Maryland,CDP,39.26733,-76.79831,410,68507,24341,114916,77599815,317859,America/New York
572,Frederick,Frederick County,MD,Maryland,City,39.41427,-77.41054,301,69479,26591,64700,59608801,482214,America/New York
573,Gaithersburg,Montgomery County,MD,Maryland,City,39.14344,-77.20137,301,67456,23550,80734,26572283,337432,America/New York
574,Germantown,Montgomery County,MD,Maryland,CDP,39.17316,-77.27165,301,88717,31359,84615,44106705,269841,America/New York
575,Glen Burnie,Anne Arundel County,MD,Maryland,CDP,39.16261,-76.62469,410,67559,26836,61966,44867176,1836786,America/New York
576,Rockville,Montgomery County,MD,Maryland,City,39.084,-77.15276,301,66980,24755,100239,35180306,92311,America/New York
577,Silver Spring,Montgomery County,MD,Maryland,CDP,38.99067,-77.02609,301,75748,30684,72887,20424526,75600,America/New York
578,Towson,Baltimore County,MD,Maryland,CDP,39.4015,-76.60191,410,57146,21059,74828,36651403,353241,America/New York
579,Waldorf,Charles County,MD,Maryland,CDP,38.62456,-76.93914,301,71358,25438,84848,93879004,626429,America/New York
580,Portland,Cumberland County,ME,Maine,City,43.66147,-70.25533,207,66881,30119,46280,55801118,124050542,America/New York
581,Ann Arbor,Washtenaw County,MI,Michigan,City,42.27087,-83.72633,734,117070,47179,55990,72727009,2254528,America/Detroit
582,Battle Creek,Calhoun County,MI,Michigan,City,42.32115,-85.17971,269,51589,20629,36882,110327932,2941953,America/Detroit
583,Canton,Wayne County,MI,Michigan,Charter Township,42.30754,-83.48577,734,89879,31505,83943,93522046,76187,America/Detroit
584,Clinton,Macomb County,MI,Michigan,Charter Township,42.59034,-82.91695,586,99889,42792,48466,72788664,729566,America/Detroit
585,Dearborn,Wayne County,MI,Michigan,City,42.32226,-83.17631,313,95171,31502,47375,62756768,638955,America/Detroit
586,Dearborn Heights,Wayne County,MI,Michigan,City,42.33698,-83.27326,313,56145,20646,44620,30402482,22745,America/Detroit
587,Detroit,Wayne County,MI,Michigan,City,42.33143,-83.04575,313,677116,255740,25764,359360867,10667144,America/Detroit
588,Farmington Hills,Oakland County,MI,Michigan,City,42.48531,-83.37716,248,81330,34013,71609,86195977,72556,America/Detroit
589,Flint,Genesee County,MI,Michigan,City,43.01253,-83.68746,810,98310,40260,24862,86496836,1713490,America/Detroit
590,Georgetown,Ottawa County,MI,Michigan,Charter Township,42.90538,-85.8446,616,50340,17272,62910,85833461,2483310,America/Detroit
591,Grand Rapids,Kent County,MI,Michigan,City,42.96336,-85.66809,616,195097,73026,40355,115103540,2252017,America/Detroit
592,Kalamazoo,Kalamazoo County,MI,Michigan,City,42.29171,-85.58723,269,76041,28025,33009,63885312,1128377,America/Detroit
593,Kentwood,Kent County,MI,Michigan,City,42.86947,-85.64475,616,51357,19860,49612,54140384,130633,America/Detroit
594,Lansing,Clinton County/Ingham County/Eaton County,MI,Michigan,City,42.71434,-84.55928,517,115056,48414,35563,101329851,1640233,America/Detroit
595,Livonia,Wayne County,MI,Michigan,City,42.36837,-83.35271,734,94635,37199,70125,92450078,412892,America/Detroit
596,Macomb,Macomb County,MI,Michigan,Township,42.67403,-82.91677,586,86973,27989,85402,93824550,306013,America/Detroit
597,Novi,Oakland County,MI,Michigan,City,42.48059,-83.47549,248,58723,23077,82587,78293912,2737533,America/Detroit
598,Pontiac,Oakland County,MI,Michigan,City,42.63892,-83.29105,248,59917,23566,28505,51725423,812669,America/Detroit
599,Rochester Hills,Oakland County,MI,Michigan,City,42.65837,-83.14993,248,73424,28046,82112,85003499,233979,America/Detroit
600,Royal Oak,Oakland County,MI,Michigan,City,42.48948,-83.14465,248,59008,28371,65786,30520220,2761,America/Detroit
601,Shelby,Macomb County,MI,Michigan,Charter Township,42.6731,-83.03656,586,77643,29464,65404,88827877,2304716,America/Detroit
602,Southfield,Oakland County,MI,Michigan,City,42.47337,-83.22187,248,73156,32219,49244,68048418,14814,America/Detroit
603,St. Clair Shores,Macomb County,MI,Michigan,City,42.49698,-82.88881,586,59903,26808,53093,30217542,7080713,America/Detroit
604,Sterling Heights,Macomb County,MI,Michigan,City,42.58031,-83.0302,586,132052,49444,60089,94553340,753481,America/Detroit
605,Taylor,Wayne County,MI,Michigan,City,42.24087,-83.26965,313,61568,23742,40545,61116830,95634,America/Detroit
606,Troy,Oakland County,MI,Michigan,City,42.60559,-83.14993,248,83280,30812,85027,86682873,446701,America/Detroit
607,Warren,Macomb County,MI,Michigan,City,42.49982,-83.00549,586,135358,53493,43523,89052398,191291,America/Detroit
608,Waterford,Oakland County,MI,Michigan,Charter Township,42.66198,-83.38792,248,73040,30127,55552,79281617,11868065,America/Detroit
609,West Bloomfield,Oakland County,MI,Michigan,Charter Township,42.56923,-83.38727,248,65885,24453,91028,69923042,11061879,America/Detroit
610,Westland,Wayne County,MI,Michigan,City,42.3242,-83.40021,734,82000,33717,44641,52900386,39575,America/Detroit
611,Wyoming,Kent County,MI,Michigan,City,42.91336,-85.70531,616,75275,27602,46849,63691821,628737,America/Detroit
612,Ypsilanti (Charter Township),Washtenaw County,MI,Michigan,Charter Township,42.21368,-83.59918,734,54613,22071,45517,77521532,4645700,America/Detroit
613,Apple Valley,Dakota County,MN,Minnesota,City,44.73191,-93.21772,952,51221,19413,80478,43884096,1771507,America/Chicago
614,Blaine,Anoka County/Ramsey County,MN,Minnesota,City,45.1705,-93.20607,651,62124,22033,76027,87641152,514376,America/Chicago
615,Bloomington,Hennepin County,MN,Minnesota,City,44.8408,-93.29828,952,86435,36762,64540,89956904,9592563,America/Chicago
616,Brooklyn Park,Hennepin County,MN,Minnesota,City,45.09413,-93.35634,763,79149,26758,62974,67553696,1226616,America/Chicago
617,Burnsville,Dakota County,MN,Minnesota,City,44.76774,-93.27772,952,61481,24856,63649,64360143,5229703,America/Chicago
618,Coon Rapids,Anoka County,MN,Minnesota,City,45.11997,-93.28773,651,62240,24111,64203,58541348,1914190,America/Chicago
619,Duluth,St. Louis County,MN,Minnesota,City,46.78327,-92.10658,218,86110,35410,45034,185931391,50847046,America/Chicago
620,Eagan,Dakota County,MN,Minnesota,City,44.80413,-93.16689,651,66286,25831,82265,80782831,5908950,America/Chicago
621,Eden Prairie,Hennepin County,MN,Minnesota,City,44.85469,-93.47079,952,63496,24419,97640,84277872,7052445,America/Chicago
622,Edina,Hennepin County,MN,Minnesota,City,44.88969,-93.34995,952,50138,20881,88298,40021035,1314045,America/Chicago
623,Lakeville,Dakota County,MN,Minnesota,City,44.64969,-93.24272,952,60633,19595,95130,93578276,4597185,America/Chicago
624,Maple Grove,Hennepin County,MN,Minnesota,City,45.07246,-93.45579,763,68385,24904,92680,84347844,6429703,America/Chicago
625,Minneapolis,Hennepin County,MN,Minnesota,City,44.97997,-93.26384,612,410939,168385,51480,139858340,9027529,America/Chicago
626,Minnetonka,Hennepin County,MN,Minnesota,City,44.9133,-93.50329,952,51669,22676,78589,69730100,5587760,America/Chicago
627,Plymouth,Hennepin County,MN,Minnesota,City,45.01052,-93.45551,763,75907,30267,85418,84678335,7196860,America/Chicago
628,Rochester,Olmsted County,MN,Minnesota,City,44.02163,-92.4699,507,112225,43634,64554,141314495,403646,America/Chicago
629,St. Cloud,Benton County/Stearns County/Sherburne County,MN,Minnesota,City,45.52662,-94.17105,320,67109,25204,45437,103692467,2703505,America/Chicago
630,St. Paul,Ramsey County,MN,Minnesota,City,44.94441,-93.09327,651,300851,112988,48757,134612878,10884750,America/Chicago
631,Woodbury,Washington County,MN,Minnesota,City,44.92386,-92.95938,651,67855,24059,99698,90421995,2140269,America/Chicago
632,Blue Springs,Jackson County,MO,Missouri,City,39.01695,-94.28161,816,54148,19132,63753,57890712,199618,America/Chicago
633,Columbia,Boone County,MO,Missouri,City,38.95171,-92.33407,573,119108,45024,44907,168320842,689182,America/Chicago
634,Florissant,St. Louis County,MO,Missouri,City,38.78922,-90.32261,314,52268,21024,50767,32686158,802968,America/Chicago
635,Independence,Jackson County/Clay County,MO,Missouri,City,39.08547,-94.3521,816,117255,48313,43472,201595640,1162419,America/Chicago
636,Joplin,Newton County/Jasper County,MO,Missouri,City,37.07636,-94.50121,417,51818,20930,38169,95229725,326318,America/Chicago
637,Kansas City,Cass County/Platte County/Jackson County/Clay County,MO,Missouri,City,39.12513,-94.55103,816,475378,195033,45821,815780419,10370518,America/Chicago
638,Lee's Summit,Cass County/Jackson County,MO,Missouri,City,38.9216,-94.38476,816,95094,34056,78377,165171189,5361683,America/Chicago
639,O'Fallon,St. Charles County,MO,Missouri,City,38.81061,-90.69985,636,85040,29811,78266,76915110,12882,America/Chicago
640,Springfield,Christian County/Greene County,MO,Missouri,City,37.19415,-93.2913,417,166810,71268,33557,213158276,1530246,America/Chicago
641,St. Charles,St. Charles County,MO,Missouri,City,38.78394,-90.48123,636,68796,26436,57558,62340640,978502,America/Chicago
642,St. Joseph,Buchanan County,MO,Missouri,City,39.76861,-94.84663,816,76596,28557,43298,113976888,2022466,America/Chicago
643,St. Louis,St. Louis city,MO,Missouri,City,38.62727,-90.19789,314,315685,139555,35599,160458044,10670040,America/Chicago
644,St. Peters,St. Charles County,MO,Missouri,City,38.80033,-90.62651,636,56971,21919,70325,58069832,292,America/Chicago
645,Gulfport,Harrison County,MS,Mississippi,City,30.36742,-89.09282,228,71856,27948,36474,144074450,21702983,America/Chicago
646,Jackson,Rankin County/Hinds County/Madison County,MS,Mississippi,City,32.31583,-90.21282,769,170674,62671,32250,287614760,5655837,America/Chicago
647,Southaven,DeSoto County,MS,Mississippi,City,34.98898,-90.01259,662,52589,18393,58227,106938400,619709,America/Chicago
648,Billings,Yellowstone County,MT,Montana,City,45.78329,-108.50069,406,110263,44092,51012,113183020,284017,America/Denver
649,Great Falls,Cascade County,MT,Montana,City,47.50024,-111.30081,406,59638,25194,42896,59356091,1218448,America/Denver
650,Missoula,Missoula County,MT,Montana,City,46.87215,-113.994,406,71022,29860,41421,75611746,477802,America/Denver
651,Asheville,Buncombe County,NC,North Carolina,City,35.60095,-82.55402,828,88512,37672,43334,117903570,998463,America/New York
652,Burlington,Alamance County/Guilford County,NC,North Carolina,City,36.07613,-79.4683,336,52472,21562,36140,75533002,3947235,America/New York
653,Cary,Chatham County/Wake County,NC,North Carolina,Town,35.78088,-78.81327,919,159769,56034,91579,146322917,2815890,America/New York
654,Chapel Hill,Durham County/Orange County,NC,North Carolina,Town,35.92812,-79.03742,919,59568,20335,62208,54861359,393225,America/New York
655,Charlotte,Mecklenburg County,NC,North Carolina,City,35.22709,-80.84313,704,827097,305488,53637,790925550,5215849,America/New York
656,Concord,Cabarrus County,NC,North Carolina,City,35.40875,-80.57951,704,87696,29921,53587,159888811,92907,America/New York
657,Durham,Durham County/Orange County/Wake County,NC,North Carolina,City,35.98115,-78.90293,919,257636,100513,50420,284339132,2323182,America/New York
658,Fayetteville,Cumberland County,NC,North Carolina,City,35.05266,-78.87836,910,201963,78439,43630,382659645,4765966,America/New York
659,Gastonia,Gaston County,NC,North Carolina,City,35.26208,-81.1873,704,74543,26771,40432,133632658,586643,America/New York
660,Greensboro,Guilford County,NC,North Carolina,City,36.07264,-79.79198,336,285342,114080,41628,332338206,13707999,America/New York
661,Greenville,Pitt County,NC,North Carolina,City,35.61266,-77.36635,252,90597,35367,34435,90639335,1957937,America/New York
662,High Point,Davidson County/Randolph County/Forsyth County/Guilford County,NC,North Carolina,City,35.98998,-79.99047,336,110268,40973,42299,142972062,3925954,America/New York
663,Huntersville,Mecklenburg County,NC,North Carolina,Town,35.41069,-80.84285,704,52704,18059,90253,104701039,424722,America/New York
664,Jacksonville,Onslow County,NC,North Carolina,City,34.75405,-77.43024,910,67357,21281,40918,120529992,10865474,America/New York
665,Raleigh,Durham County/Wake County,NC,North Carolina,City,35.8306,-78.64177,919,451066,170366,55398,375740493,2876470,America/New York
666,Rocky Mount,Edgecombe County/Nash County,NC,North Carolina,City,35.96851,-77.80829,252,55806,22283,36088,114205456,548539,America/New York
667,Wilmington,New Hanover County,NC,North Carolina,City,34.22573,-77.94471,910,115933,48425,42128,133663628,3951737,America/New York
668,Winston-Salem,Forsyth County,NC,North Carolina,City,36.09986,-80.24422,336,241218,93267,39882,343173025,3173027,America/New York
669,Bismarck,Burleigh County,ND,North Dakota,City,46.80833,-100.78374,701,71167,29716,58901,86390429,991317,America/Chicago
670,Fargo,Cass County,ND,North Dakota,City,46.87719,-96.7898,701,118523,49962,46175,127714801,0,America/Chicago
671,Grand Forks,Grand Forks County,ND,North Dakota,City,47.92526,-97.03285,701,57011,23319,46149,69852722,488150,America/Chicago
672,Bellevue,Sarpy County,NE,Nebraska,City,41.13667,-95.89084,402,55510,20598,57719,42871595,408770,America/Chicago
673,Grand Island,Hall County,NE,Nebraska,City,40.92501,-98.34201,308,51440,18721,46831,77023269,513964,America/Chicago
674,Lincoln,Lancaster County,NE,Nebraska,City,40.8,-96.66696,402,277348,107574,49840,238566678,3507136,America/Chicago
675,Omaha,Douglas County,NE,Nebraska,City,41.25861,-95.93779,402,443885,173764,49896,344973715,9140906,America/Chicago
676,Manchester,Hillsborough County,NH,New Hampshire,City,42.99564,-71.45479,603,110229,45145,54282,85627013,4850146,America/New York
677,Nashua,Hillsborough County,NH,New Hampshire,City,42.76537,-71.46757,603,87970,34619,67246,79822530,2353137,America/New York
